Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,,,,,Dist Met,Dist Inv,,,Year Diff,Comp Fact,cmp msr
1056,d,c,5350,,2009,1,40,2012,"Jan,Apr,Jul,Oct",0.001769741,,,,0.070034292,0.929965708,,,7,6.509759958,0.056528681
1057,d,c,3230,11,2011,0,,,,-0.28231298,,,,0.042073332,0.957926668,,,5,4.789633342,0.041591649
1058,a,c,180,,2009,1,35,2010,"Mar,Jun,Sept,Dec",-0.691016895,,,,0.001846479,0.998153521,,,7,6.98707465,0.060673529
1059,c,a,3380,4,2013,0,,,,-0.262212787,,,,0.044051701,0.955948299,,,3,2.867844896,0.024903451
1060,a,c,3430,,2009,1,31,2013,"Feb,May,Aug,Nov",-0.255512723,,,,0.044711158,0.955288842,,,7,6.687021894,0.058067967
1061,d,c,8110,,2009,0,,,,0.371613284,,,,0.106436296,0.893563704,,,7,6.254945925,0.054315957
1062,d,a,190,9,2012,1,40,2012,"Feb,May,Aug,Nov",-0.689676882,,,,0.00197837,0.99802163,,,4,3.992086521,0.034666007
1063,a,c,6250,,2009,0,,,,0.122370896,,,,0.081904511,0.918095489,,,7,6.426668425,0.05580714
1064,a,c,420,,2009,0,,,,-0.658856587,,,,0.00501187,0.99498813,,,7,6.964916908,0.060481119
1065,a,a,1290,,2009,1,35,2011,"Mar,Jun,Sept,Dec",-0.54227547,,,,0.016486415,0.983513585,,,7,6.884595094,0.05978363
1066,a,a,3350,,2009,0,,,,-0.266232826,,,,0.043656027,0.956343973,,,7,6.694407808,0.058132104
1067,d,c,12020,7,2009,0,,,,0.895558302,,,,0.158005803,0.841994197,,,7,5.893959377,0.051181265
1068,d,c,5010,,2009,1,5,2013,"Jan,Apr,Jul,Oct",-0.043790695,,,,0.065549987,0.934450013,,,7,6.541150092,0.056801263
1069,a,c,18050,,2009,1,14,2011,"Jan,Apr,Jul,Oct",1.703586042,,,,0.23753627,0.76246373,,,7,5.337246109,0.046346944
1070,c,c,400,10,2008,0,,,,-0.661536612,,,,0.004748088,0.995251912,,,8,7.962015299,0.069139603
1071,a,a,820,3,2012,1,35,2012,"Mar,Jun,Sept,Dec",-0.605256073,,,,0.010287523,0.989712477,,,4,3.958849908,0.034377391
1072,a,c,5380,8,2015,1,5,2010,"Feb,May,Aug,Nov",0.00578978,,,,0.070429966,0.929570034,,,1,0.929570034,0.00807209
1073,a,c,1710,,2009,1,44,2012,"Jan,Apr,Jul,Oct",-0.485994931,,,,0.022025851,0.977974149,,,7,6.845819045,0.059446911
1074,c,c,3330,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",-0.268912852,,,,0.043392245,0.956607755,,,15,14.34911633,0.124603153
1075,a,c,1410,10,2013,0,,,,-0.526195316,,,,0.018069111,0.981930889,,,3,2.945792667,0.025580325
1076,a,c,90,,2009,1,1,2013,"Jan,Apr,Jul,Oct",-0.70307701,,,,0.000659457,0.999340543,,,7,6.995383804,0.060745683
1077,a,a,3750,11,2001,1,35,2010,"Mar,Jun,Sept,Dec",-0.212632313,,,,0.04893168,0.95106832,,,15,14.2660248,0.123881612
1078,d,c,670,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.625356266,,,,0.008309153,0.991690847,,,7,6.941835927,0.060280691
1079,a,a,16680,,2009,1,37,2009,"Jan,Apr,Jul,Oct",1.520004283,,,,0.219467159,0.780532841,,,7,5.463729887,0.047445289
1080,a,a,2410,,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.392194032,,,,0.031258243,0.968741757,,,7,6.781192298,0.058885713
1081,b,a,400,3,2006,0,,,,-0.661536612,,,,0.004748088,0.995251912,,,10,9.952519124,0.086424504
1082,c,a,440,4,2002,0,,,,-0.656176561,,,,0.005275653,0.994724347,,,14,13.92614086,0.120930169
1083,d,c,11540,,2009,1,5,2013,"Feb,May,Aug,Nov",0.831237686,,,,0.15167502,0.84832498,,,7,5.938274862,0.051566086
1084,a,a,190,,2009,1,13,2010,"Jan,Apr,Jul,Oct",-0.689676882,,,,0.00197837,0.99802163,,,7,6.986151411,0.060665512
1085,c,a,4030,2,2015,0,,,,-0.175111953,,,,0.052624637,0.947375363,,,1,0.947375363,0.008226706
1086,a,a,180,11,2013,1,18,2011,"Feb,May,Aug,Nov",-0.691016895,,,,0.001846479,0.998153521,,,3,2.994460564,0.026002941
1087,d,c,2210,11,2011,0,,,,-0.418994289,,,,0.028620417,0.971379583,,,5,4.856897916,0.042175753
1088,a,a,4300,3,2009,1,27,2013,"Jan,Apr,Jul,Oct",-0.138931607,,,,0.056185703,0.943814297,,,7,6.606700079,0.057370478
1089,d,a,5220,5,2009,0,,,,-0.015650426,,,,0.068319705,0.931680295,,,7,6.521762068,0.056632903
1090,a,a,330,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.670916702,,,,0.003824848,0.996175152,,,7,6.973226062,0.060553273
1091,a,c,9990,,2009,0,,,,0.623535697,,,,0.131231865,0.868768135,,,7,6.081376945,0.052808739
1092,a,a,300,7,2000,1,40,2014,"Jan,Apr,Jul,Oct",-0.674936741,,,,0.003429174,0.996570826,,,16,15.94513321,0.138462455
1093,c,c,10450,6,2009,0,,,,0.685176287,,,,0.137298866,0.862701134,,,7,6.03890794,0.052439952
1094,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.396214071,,,,0.030862569,0.969137431,,,3,2.907412292,0.025247042
1095,a,a,690,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",-0.62267624,,,,0.008572936,0.991427064,,,9,8.922843577,0.07748313
1096,a,c,1130,,2009,1,10,2014,"Mar,Jun,Sept,Dec",-0.563715675,,,,0.014376154,0.985623846,,,7,6.899366922,0.059911903
1097,b,b,720,3,2002,0,,,,-0.618656202,,,,0.00896861,0.99103139,,,14,13.87443946,0.12048121
1098,a,a,1830,11,2004,0,,,,-0.469914777,,,,0.023608547,0.976391453,,,12,11.71669744,0.101744066
1099,a,c,200,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",-0.688336869,,,,0.002110261,0.997889739,,,3,2.993669217,0.025996069
1100,a,a,540,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.642776433,,,,0.006594566,0.993405434,,,7,6.953838037,0.060384913
1101,d,c,4060,9,2012,0,,,,-0.171091915,,,,0.053020311,0.946979689,,,4,3.787918755,0.032893079
1102,a,a,850,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",-0.601236035,,,,0.010683197,0.989316803,,,4,3.957267212,0.034363647
1103,d,c,1340,10,2006,1,5,2013,"Feb,May,Aug,Nov",-0.535575406,,,,0.017145872,0.982854128,,,10,9.828541282,0.08534792
1104,d,a,260,2,2012,1,14,2011,"Jan,Apr,Jul,Oct",-0.680296792,,,,0.002901609,0.997098391,,,4,3.988393564,0.034633939
1105,c,c,330,11,2008,1,5,2013,"Feb,May,Aug,Nov",-0.670916702,,,,0.003824848,0.996175152,,,8,7.969401213,0.06920374
1106,a,c,5330,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",-0.000910285,,,,0.069770509,0.930229491,,,5,4.651147454,0.040389082
1107,a,a,1400,6,2012,1,13,2010,"Jan,Apr,Jul,Oct",-0.527535329,,,,0.01793722,0.98206278,,,4,3.928251121,0.034111681
1108,a,a,540,4,2004,0,,,,-0.642776433,,,,0.006594566,0.993405434,,,12,11.92086521,0.103516994
1109,c,a,3490,4,2011,1,22,2012,"Jan,Apr,Jul,Oct",-0.247472646,,,,0.045502506,0.954497494,,,5,4.77248747,0.04144276
1110,c,c,900,9,2010,0,,,,-0.594535971,,,,0.011342654,0.988657346,,,6,5.931944078,0.051511112
1111,a,a,1900,6,2014,1,31,2013,"Jan,Apr,Jul,Oct",-0.460534687,,,,0.024531786,0.975468214,,,2,1.950936428,0.01694131
1112,c,c,1880,4,2006,0,,,,-0.463214713,,,,0.024268003,0.975731997,,,10,9.757319968,0.084729457
1113,a,c,9260,,2009,0,,,,0.52571476,,,,0.121603798,0.878396202,,,7,6.148773411,0.053393989
1114,a,c,870,,2009,0,,,,-0.598556009,,,,0.01094698,0.98905302,,,7,6.923371142,0.060120348
1115,d,c,5350,,2009,1,22,2012,"Mar,Jun,Sept,Dec",0.001769741,,,,0.070034292,0.929965708,,,7,6.509759958,0.056528681
